Codigo;Denominacion_Generica_ES;Denominacion_Generica_VAL;Denominacion_Especifica;Denominacion;Regimen;Tipo_Via;Direccion;Num;Codigo_postal;Localidad;Provincia;Telefono;Fax;COD_EDIFICACION;long;lat;Titularidad;CIF;Comarca
03012827;CONSERVATORIO PROFESIONAL DE MÚSICA;CONSERVATORI PROFESSIONAL DE MÚSICA;MARIANA BACHES;CONSERVATORIO PROFESIONAL DE MÚSICA MARIANA BACHES;Púb.;CL;PALOMAS-LA CARRASCA;S/N;3190;PILAR DE LA HORADADA;Alacant;965351370;965352072;1;-0.785066;37.865791;AYUNTAMIENTO DE PILAR DE LA HORADADA;;EL BAIX SEGURA/ LA VEGA BAJA
03012852;ESCUELA PÚBLICA DE MÚSICA Y DANZA;ESCOLA PÚBLICA DE MÚSICA I DANSA;MUNICIPAL MESTRE PENELLA;E. DE MÚSICA I DANSA MUNICIPAL MESTRE PENELLA;Púb.;AV;MASNOU;1;3710;CALP;Alacant;965839123;965839907;1;0.043763;38.64292;AJUNTAMENT DE CALP;;LA MARINA ALTA
03012864;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;BABEL;CENTRE PÚBLIC FPA BABEL;Púb.;AV;ALCALDE LORENZO CARBONELL;16;3007;ALACANT;Alacant;965918240;;1;-0.504481;38.339548;GENERALITAT VALENCIANA;Q5355121D;L'ALACANTÍ
03012876;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;BARRIO TÓMBOLA;CENTRE PÚBLIC FPA BARRIO TÓMBOLA;Púb.;TR;VIRGEN DEL PUIG;17;3009;ALACANT;Alacant;965918340;;1;-0.5005;38.368512;GENERALITAT VALENCIANA;Q5355120F;L'ALACANTÍ
03012888;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;F. GINER DE LOS RÍOS;CENTRE PÚBLIC FPA F. GINER DE LOS RÍOS;Púb.;CL;DOCTOR CLAVERO;4;3013;ALACANT;Alacant;965918715;;1;-0.474641;38.355086;GENERALITAT VALENCIANA;Q5355119H;L'ALACANTÍ
03012891;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;PROFESOR ALBERTO BARRIOS;CENTRE PÚBLIC FPA PROFESOR ALBERTO BARRIOS;Púb.;PZ;ESCUELAS;5;3011;ALACANT;Alacant;966478680;;1;-0.492034;38.376057;GENERALITAT VALENCIANA;Q5355117B;L'ALACANTÍ
03012906;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;RÍO TARAFA;CENTRO PÚBLICO FPA RÍO TARAFA;Púb.;CL;SANTANDER;4;3680;ASPE;Alacant;966912335;;1;-0.764237;38.342468;GENERALITAT VALENCIANA;Q5355141B;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03012918;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;BENIDORM;CENTRE PÚBLIC FPA BENIDORM;Púb.;CL;DE LES ESCOLES;2A;3501;BENIDORM;Alacant;966816380;;1;-0.131098;38.539548;GENERALITAT VALENCIANA;Q5355448A;LA MARINA BAIXA
03012921;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;BENIASSENT;CENTRE PÚBLIC FPA BENIASSENT;Púb.;AV;PAÍS VALENCIÀ;147;3820;COCENTAINA;Alacant;965533650;;1;-0.441508;38.735021;GENERALITAT VALENCIANA;Q5355408E;EL COMTAT
03012931;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;EL PUNTAL;CENTRE PÚBLIC FPA EL PUNTAL;Púb.;CL;VALENCIA;15;3330;CREVILLENT;Alacant;966912340;;1;-0.808804;38.246758;GENERALITAT VALENCIANA;Q5355533J;EL BAIX VINALOPÓ
03012943;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;RAMÓN ORTEGA;CENTRE PÚBLIC FPA RAMÓN ORTEGA;Púb.;AV;RAMÓN ORTEGA;3;3700;DÉNIA;Alacant;966429620;;1;0.10201;38.837117;GENERALITAT VALENCIANA;Q5355520G;LA MARINA ALTA
03012955;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;EL MANANTIAL;CENTRE PÚBLIC FPA EL MANANTIAL;Púb.;CL;PEDRO MORENO SASTRE;36;3205;ELX;Alacant;966912345;;1;-0.710067;38.270044;GENERALITAT VALENCIANA;Q5355240B;EL BAIX VINALOPÓ
03012967;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;LA LLOTJA;CENTRE PÚBLIC FPA LA LLOTJA;Púb.;PZ;DE LA LLOTJA;2;3202;ELX;Alacant;966912350;;1;-0.686326;38.270204;GENERALITAT VALENCIANA;Q5355234E;EL BAIX VINALOPÓ
03012979;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;JOAN LLUÍS VIVES;CENTRE PÚBLIC FPA JOAN LLUÍS VIVES;Púb.;CL;MAESTRO CHAPÍ;1;3440;IBI;Alacant;965533655;;1;-0.579996;38.626007;GENERALITAT VALENCIANA;Q5355369I;L'ALCOIÀ
03012980;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;L'ILLA DELS GARROFERETS;CENTRE PÚBLIC FPA L'ILLA DELS GARROFERETS;Púb.;PS;MESTRE JOAQUÍN PELLÍN;2;3660;NOVELDA;Alacant;966908265;;1;-0.772678;38.388402;GENERALITAT VALENCIANA;Q5355461D;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03012992;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;;CENTRO PÚBLICO FPA;Púb.;CL;ORIOLANOS AUSENTES;18;3300;ORIHUELA;Alacant;966904765;;1;-0.950029;38.076174;GENERALITAT VALENCIANA;Q5355281F;EL BAIX SEGURA/ LA VEGA BAJA
03013005;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;CARLES SALVADOR;CENTRE PÚBLIC FPA CARLES SALVADOR;Púb.;CL;LEOPOLDO PARDINES;1;3610;PETRER;Alacant;966957680;;1;-0.771832;38.482637;GENERALITAT VALENCIANA;Q5355257F;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03013017;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;SANT VICENT FERRER;CENTRE PÚBLIC FPA SANT VICENT FERRER;Púb.;CL;PÉREZ GALDÓS;34;3690;SANT VICENT DEL RASPEIG;Alacant;965918345;;1;-0.527592;38.396854;GENERALITAT VALENCIANA;Q5355302J;L'ALACANTÍ
03013029;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;BERNAT DE SARRIÀ;CENTRE PÚBLIC FPA BERNAT DE SARRIÀ;Púb.;PD;TORRETA 43 (APT. 305);;3570;LA VILA JOIOSA;Alacant;966816385;;1;-0.231265;38.514624;GENERALITAT VALENCIANA;S5300009G;LA MARINA BAIXA
03013030;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;ARCO IRIS;CENTRO PÚBLICO FPA ARCO IRIS;Púb.;CL;CLARA CAMPOAMOR;30;3400;VILLENA;Alacant;965823190;;1;-0.859972;38.626267;GENERALITAT VALENCIANA;Q5355348C;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03013042;CENTRO AUTORIZADO ELEMENTAL DE DANZA;CENTRE AUTORITZAT ELEMENTAL DE DANSA;INMA CORTÉS;CENTRE ELEMENTAL DE DANSA INMA CORTÉS;Priv.;CL;MURILLO;7;3802;ALCOI;Alacant;966338812;;1;-0.485523;38.694135;;;L'ALCOIÀ
03013054;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PASCUAL ANDREU;CEIP PASCUAL ANDREU;Púb.;LG;FINCA DE LES PALMERES;S/N;3160;ALMORADÍ;Alacant;965290150;;1;-0.796939;38.113621;GENERALITAT VALENCIANA;Q5355156J;EL BAIX SEGURA/ LA VEGA BAJA
03013066;ESCUELA INFANTIL;ESCOLA INFANTIL;LA PAZ;EI LA PAZ;Púb.;CL;LA PAZ;10;3380;BIGASTRO;Alacant;966904460;;1;-0.900196;38.063716;GENERALITAT VALENCIANA;Q5355429A;EL BAIX SEGURA/ LA VEGA BAJA
03013078;CENTRO AUTORIZADO ELEMENTAL DE MÚSICA;CENTRE AUTORITZAT ELEMENTAL DE MÚSICA;ACADEMIA DE MÚSICA LUCENTUM;CENTRE ELEMENTAL DE MÚSICA ACADEMIA DE MÚSICA LUCENTUM;Priv.;CL;CARDENAL BELLUGA;3-3;3005;ALACANT;Alacant;965922456;;1;-0.494589;38.346831;;;L'ALACANTÍ
03013081;CENTRO PRIVADO DE EDUCACIÓN ESPECIAL;CENTRE PRIVAT D'EDUCACIÓ ESPECIAL;INFANTA ELENA;CEE PRIV. INFANTA ELENA;Priv. Conc.;CL;FONT DE LA FAVARA;8;3550;SANT JOAN D'ALACANT;Alacant;965658160;965651993;1;-0.415092;38.41497;;;L'ALACANTÍ
03013133;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;SANTIAGO GRISOLIA;IES SANTIAGO GRISOLIA;Púb.;CM;LO GUTIERREZ;S/N;3360;CALLOSA DE SEGURA;Alacant;965308080;;1;-0.86873;38.11694;GENERALITAT VALENCIANA;Q5355423D;EL BAIX SEGURA/ LA VEGA BAJA
03013145;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;CLOT DE L'ILLOT;IES CLOT DE L'ILLOT;Púb.;AV;DELS FURS;4-6;3560;EL CAMPELLO;Alacant;965936470;;1;-0.391929;38.42575;GENERALITAT VALENCIANA;Q5355508B;L'ALACANTÍ
03013157;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ENRIC VALOR;IES ENRIC VALOR;Púb.;CL;LEONARDO JOVER;53;3420;CASTALLA;Alacant;966527670;;1;-0.670702;38.589617;GENERALITAT VALENCIANA;Q5355412G;L'ALCOIÀ
03013194;ESCUELA PÚBLICA DE MÚSICA;ESCOLA PÚBLICA DE MÚSICA;MUNICIPAL;E. DE MÚSICA MUNICIPAL;Púb.;CL;QUEIPO DE LLANO;S/N;3193;SAN MIGUEL DE SALINAS;Alacant;965720697;965720007;1;-0.789651;37.977889;AYUNTAMIENTO Y UNIÓN MUSICAL SAN MIGUEL DE SALINAS;;EL BAIX SEGURA/ LA VEGA BAJA
03013200;ESCUELA INFANTIL;ESCOLA INFANTIL;JOANOT MARTORELL;EI JOANOT MARTORELL;Púb.;BD;CALVARIO;S/N;3130;SANTA POLA;Alacant;966912025;;1;-0.550433;38.196442;GENERALITAT VALENCIANA;Q5355599A;EL BAIX VINALOPÓ
03013212;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RAMÓN CUESTA;CEIP RAMÓN CUESTA;Púb.;CL;PINTOR SOROLLA;2;3130;SANTA POLA;Alacant;966913145;;1;-0.558063;38.198618;GENERALITAT VALENCIANA;Q5355598C;EL BAIX VINALOPÓ
03013224;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;SEVERO OCHOA;IES SEVERO OCHOA;Púb.;CL; ILLUECA;28;3206;ELX;Alacant;966912260;;1;-0.715688;38.280357;GENERALITAT VALENCIANA;Q5355591H;EL BAIX VINALOPÓ
03013248;ESCUELA PÚBLICA DE DANZA;ESCOLA PÚBLICA DE DANSA;MUNICIPAL;E. DE DANZA MUNICIPAL;Púb.;CL;DEL MAR;28;3181;TORREVIEJA;Alacant;965703146;966700558;1;-0.67523;37.977179;AYUNTAMIENTO DE TORREVIEJA;;EL BAIX SEGURA/ LA VEGA BAJA
03013261;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MIGUEL HERNÁNDEZ;CEIP MIGUEL HERNÁNDEZ;Púb.;CL;AZORÍN;S/N;3690;SANT VICENT DEL RASPEIG;Alacant;965937090;;1;-0.532107;38.397795;GENERALITAT VALENCIANA;Q5355597E;L'ALACANTÍ
03013297;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;8 DE MARZO;IES 8 DE MARZO;Púb.;CL;CIUDAD DE MATANZAS;S/N;3005;ALACANT;Alacant;965936535;;1;-0.503013;38.360857;GENERALITAT VALENCIANA;Q5355576I;L'ALACANTÍ
03013315;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;SAN PASCUAL;IES SAN PASCUAL;Púb.;CL;JUAN PABLO II;2;3150;DOLORES;Alacant;966926785;;1;-0.76795;38.135253;GENERALITAT VALENCIANA;Q5355593D;EL BAIX SEGURA/ LA VEGA BAJA
03013327;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LES DUNES;IES LES DUNES;Púb.;CL;MOLIVENT;S/N;3140;GUARDAMAR DEL SEGURA;Alacant;966926790;;1;-0.655603;38.087017;GENERALITAT VALENCIANA;Q5355376D;EL BAIX SEGURA/ LA VEGA BAJA
03013339;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LA MAR;IES LA MAR;Púb.;AV;AUGUSTA;2;3730;XÀBIA;Alacant;966428205;;1;0.178624;38.788705;GENERALITAT VALENCIANA;Q5355340J;LA MARINA ALTA
03013340;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;THÁDER;IES THÁDER;Púb.;CL;ORIOLANOS AUSENTES;18;3300;ORIHUELA;Alacant;966904730;;1;-0.950029;38.076174;GENERALITAT VALENCIANA;Q5355279J;EL BAIX SEGURA/ LA VEGA BAJA
03013352;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;HAYGÓN;IES HAYGÓN;Púb.;AV;HAYGÓN;50;3690;SANT VICENT DEL RASPEIG;Alacant;965936575;;1;-0.502732;38.383113;GENERALITAT VALENCIANA;Q5355594B;L'ALACANTÍ
03013406;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;SOCIEDAD MUSICAL DE ARTE MUS.LA FILARMÓNICA;ESCUELA PRIVADA DE MÚSICA S. MUS.DE ARTE MUS. LA FILARMÓNICA;Priv.;CL;LA FILARMÓNICA;23;3360;CALLOSA DE SEGURA;Alacant;966756411;;1;-0.874738;38.127641;;;EL BAIX SEGURA/ LA VEGA BAJA
03013431;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CAVALL VERD;CEIP CAVALL VERD;Púb.;CL;ERA DEL POBLE;1;3791;LA VALL DE LAGUAR - FLEIX;Alacant;966545815;;1;-0.109874;38.778778;GENERALITAT VALENCIANA;Q5350005D;LA MARINA ALTA
03013455;CENTRO DOCENTE PRIVADO EXTRANJERO;CENTRE DOCENT PRIVAT ESTRANGER;COSTA BLANCA INTERNATIONAL COLLEGE;CENTRE ESTRANGER COSTA BLANCA INTERNATIONAL COLLEGE;Priv.;PD;DE SANZ;S/N;3503;BENIDORM;Alacant;966803411;;1;-0.09259;38.56086;;;LA MARINA BAIXA
03013467;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;CAYETANO SEMPERE;IES CAYETANO SEMPERE;Púb.;CL;AVET;3;3203;ELX;Alacant;966912265;;1;-0.685785;38.262286;GENERALITAT VALENCIANA;Q5355607B;EL BAIX VINALOPÓ
03013561;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;EL PARTIDOR;EI 1er CICLE EL PARTIDOR;Púb.;CL;SAN NICOLÁS;183;3801;ALCOI;Alacant;966527585;;1;-0.472949;38.692322;GENERALITAT VALENCIANA;Q5355331I;L'ALCOIÀ
03013571;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;RAYUELA;EI 1er CICLE RAYUELA;Púb.;CL;CIUDAD REAL;15;3005;ALACANT;Alacant;965932520;;1;-0.500886;38.351535;GENERALITAT VALENCIANA;Q5355332G;L'ALACANTÍ
03013583;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;PEÑAS BLANCAS;EI 1er CICLO PEÑAS BLANCAS;Púb.;CL;BARÍTONO ALMODÓVAR;52;3680;ASPE;Alacant;966912050;;1;-0.769043;38.341526;GENERALITAT VALENCIANA;Q5355330A;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03013595;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;EL PUENTE;EI 1er CICLO EL PUENTE;Púb.;AV;DE LA LIBERTAD;S/N;3600;ELDA;Alacant;966957490;;1;-0.793869;38.488045;GENERALITAT VALENCIANA;Q5355336H;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03013601;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;EL MIRADOR;EI 1er CICLO EL MIRADOR;Púb.;CL;SÉNECA;S/N;3600;ELDA;Alacant;966957480;;1;-0.8047;38.478815;GENERALITAT VALENCIANA;Q5355334C;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03013613;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;ALBORADA;EI 1er CICLE ALBORADA;Púb.;CL;MESTRE MELCHOR BOTELLA;6;3206;ELX;Alacant;966912355;;1;-0.713146;38.278702;GENERALITAT VALENCIANA;Q5355338D;EL BAIX VINALOPÓ
03013625;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;AITANA;EI 1er CICLE AITANA;Púb.;CL;ALMANSA (POLÍGONO DE CARRÚS);S/N;3206;ELX;Alacant;966912040;;1;-0.717384;38.279414;GENERALITAT VALENCIANA;Q5355337F;EL BAIX VINALOPÓ
03013637;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MARÍA ORTS;EI 1er CICLE MARÍA ORTS;Púb.;AV;DE LABRADORES;S/N;3204;ELX;Alacant;966912035;;1;-0.705689;38.253953;GENERALITAT VALENCIANA;Q5355339B;EL BAIX VINALOPÓ
03013649;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;EL SALVADOR;EI 1er CICLE EL SALVADOR;Púb.;CL;VIRGEN DE LOS DESAMPARADOS;4;3440;IBI;Alacant;966527590;;1;-0.569138;38.62475;GENERALITAT VALENCIANA;Q5355328E;L'ALCOIÀ
03013650;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;EL BARRANQUET;EI 1er CICLE EL BARRANQUET;Púb.;CL;EUSEBIO SEMPERE;1;3430;ONIL;Alacant;966527595;;1;-0.678953;38.624373;GENERALITAT VALENCIANA;Q5355327G;L'ALCOIÀ
03013662;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;EL PALMERAL;EI 1er CICLO EL PALMERAL;Púb.;AV;DEL DOCTOR GARCÍA ROGEL;S/N;3300;ORIHUELA;Alacant;966904470;;1;-0.939265;38.091746;GENERALITAT VALENCIANA;Q5355107C;EL BAIX SEGURA/ LA VEGA BAJA
03013674;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;VIRGEN DE MONSERRATE;EI 1er CICLO VIRGEN DE MONSERRATE;Púb.;CL;CAPUCHINOS;3;3300;ORIHUELA;Alacant;966904465;;1;-0.952691;38.091358;GENERALITAT VALENCIANA;Q5355324D;EL BAIX SEGURA/ LA VEGA BAJA
03013686;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;EL PARQUE;EI 1er CICLO EL PARQUE;Púb.;AV;PASCUAL CARRIÓN;S/N;3630;SAX;Alacant;966957495;;1;-0.824007;38.531323;GENERALITAT VALENCIANA;Q5355325A;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03013698;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ANTONIO SERNA SERNA;IES ANTONIO SERNA SERNA;Púb.;CL;ALCALDE ANTONIO MARTÍNEZ;15;3340;ALBATERA;Alacant;966912270;;1;-0.869907;38.185282;GENERALITAT VALENCIANA;Q5355178D;EL BAIX SEGURA/ LA VEGA BAJA
03013704;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;PROFESSOR MANUEL BROSETA;IES PROFESSOR MANUEL BROSETA;Púb.;AV;DEL TREN;22;3450;BANYERES DE MARIOLA;Alacant;966527675;;1;-0.666486;38.724074;GENERALITAT VALENCIANA;Q5355132A;L'ALCOIÀ
03013716;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;IFACH;IES IFACH;Púb.;AV;CASA NOVA;7;3710;CALP;Alacant;966870935;;1;0.048891;38.646858;GENERALITAT VALENCIANA;Q5355417F;LA MARINA ALTA
03013728;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;THIAR;IES THIAR;Púb.;CL;PILAR PÉREZ AGUIRRE;16;3190;PILAR DE LA HORADADA;Alacant;966904735;;1;-0.788486;37.856986;GENERALITAT VALENCIANA;Q5355250A;EL BAIX SEGURA/ LA VEGA BAJA
03013741;CONSERVATORIO PROFESIONAL DE MÚSICA;CONSERVATORI PROFESSIONAL DE MÚSICA;MESTRE BERENGUER;CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE BERENGUER;Púb.;CL;JASMILER;S/N;3725;TEULADA;Alacant;965740488;965740166;1;0.104028;38.728129;AJUNTAMENT DE TEULADA;;LA MARINA ALTA
03013753;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;PASCUAL CARRIÓN;IES PASCUAL CARRIÓN;Púb.;CL;FÉLIX RODRÍGUEZ DE LA FUENTE;S/N;3630;SAX;Alacant;966957310;;1;-0.824436;38.530954;GENERALITAT VALENCIANA;Q5355206C;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03013765;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;PLAYA SAN JUAN;IES PLAYA SAN JUAN;Púb.;AV;SAN SEBASTIÁN;S/N;3540;ALACANT;Alacant;965936580;;1;-0.416644;38.375815;GENERALITAT VALENCIANA;Q5355596G;L'ALACANTÍ
03013789;CONSERVATORIO ELEMENTAL DE DANZA;CONSERVATORI ELEMENTAL DE DANSA;;CONSERVATORI ELEMENTAL DE DANSA;Púb.;CL;JUAN CANTÓ;2;3801;ALCOI;Alacant;965541128;;1;-0.47694;38.695509;AJUNTAMENT D'ALCOI;;L'ALCOIÀ
03013807;CENTRO PRIVADO DE EDUCACIÓN ESPECIAL;CENTRE PRIVAT D'EDUCACIÓ ESPECIAL;ALPE;CEE PRIV.  ALPE;Priv. Conc.;AV;CORTES VALENCIANAS;73;3183;TORREVIEJA;Alacant;965714104;965714104;1;-0.673438;37.995368;;;EL BAIX SEGURA/ LA VEGA BAJA
03013819;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;DOCTOR BALMIS;IES DOCTOR BALMIS;Púb.;CL;CERÁMICA;24;3010;ALACANT;Alacant;965936540;;1;-0.491263;38.361723;GENERALITAT VALENCIANA;Q5350009F;L'ALACANTÍ
03013820;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;JOSÉ SEGUÍ;ESCOLA PRIVADA DE MÚSICA JOSÉ SEGUÍ;Priv.;CL;SAN FRANCISCO;33;3510;CALLOSA D'EN SARRIÀ;Alacant;965881894;;1;-0.123392;38.650553;;;LA MARINA BAIXA
03013832;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;CORAL CREVILLENTINA;ESCOLA PRIVADA DE MÚSICA CORAL CREVILLENTINA;Priv.;PS;FONTENAY;S/N;3330;CREVILLENT;Alacant;627268355;;1;-0.809193;38.247533;;;EL BAIX VINALOPÓ
03013844;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;MANUEL LATTUR;ESCOLA PRIVADA DE MÚSICA MANUEL LATTUR;Priv.;CL;MANUEL LATTUR;7;3700;DÉNIA;Alacant;966420600;;1;0.113178;38.839423;;;LA MARINA ALTA
03013856;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN MUSICAL LA ARTÍSTICA;ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL LA ARTÍSTICA;Priv.;CL;MENÉNDEZ PELAYO;46;3660;NOVELDA;Alacant;965607172;;1;-0.768839;38.386662;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03013868;CONSERVATORIO ELEMENTAL DE DANZA;CONSERVATORI ELEMENTAL DE DANSA;;CONSERVATORI ELEMENTAL DE DANSA;Púb.;PZ;DE BOUS;S/N;3502;BENIDORM;Alacant;966806795;966805004;1;-0.131053;38.545212;AJUNTAMENT DE BENIDORM;;LA MARINA BAIXA
03013871;CONSERVATORIO PROFESIONAL DE DANZA;CONSERVATORI PROFESSIONAL DE DANSA;;CONSERVATORI PROFESSIONAL DE DANSA;Púb.;CL;SALVADOR DE MADARIAGA;16;3660;NOVELDA;Alacant;965600055;;1;-0.766331;38.379847;GENERALITAT VALENCIANA;S0300137G;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03013881;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;VICTORIA KENT;IES VICTORIA KENT;Púb.;CL;JOAN FUSTER;4;3203;ELX;Alacant;966912275;;1;-0.676861;38.26787;GENERALITAT VALENCIANA;Q5355612B;EL BAIX VINALOPÓ
