the_geom,codigo,dgenerica,despecific,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,cp,codigoine,cartodb_id,created_at,updated_at
0101000020E6100000AC560F60DDCDDABFBA7ABA5FAA734340,46031982,ESCOLA PRIVADA DE MÚSICA,UNIÓ MUSICAL DE LA POBLA DEL,true,CL,ÓSCAR DURICH,34,46840,POBLA DEL DUC (LA),València,,,46840,46200,3364,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E610000078511C407650A1BF4650A15F00FE4340,12005295,CENTRE AUTORITZAT ELEMENTAL DE,COOPERATIVA ENSEÑANZA VIVALDI,true,CL,TRAVESSIA BELLVER,S/N,12003,CASTELLÓ DE LA PLANA,Castelló,964237297,964237297,12003,12040,298,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000005B2256000517D6BFC77C40A033BC4340,46024281,CENTRE PRIVAT D'EDUCACIÓ INFA,ANAIA,true,CL,JOSÉ DE ORGA,7,46022,VALENCIA,València,963724573,963724573,46022,46250,690,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000061C8681F56B8CDBFE57DD23F77E94340,12005258,ESCOLA PRIVADA DE MÚSICA,D. MIGUEL ARNAU ABAD,true,CL,REGIMIENTO TETUÁN,2,12600,VALL D'UIXÓ (LA),Castelló,964660007,964660007,12600,12126,954,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E610000001E4F85FB6D6D8BF8B1656E01AC64340,46001035,"CENTRE PRIVAT E. INFANTIL, PRI",RAMÓN Y CAJAL,true,CL,1 DE MAIG,30,46115,ALFARA DEL PATRIARCA,València,961390929,961390929,46115,46025,1561,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000856A6BC0F7A9DBBF20E4BCFF8F324340,03015762,ESCOLA PRIVADA DE MÚSICA,MAESTRO CLIMENT,true,AV,DE BENIDORM,S/N,3550,SANT JOAN D'ALACANT,Alacant,965655858,,03550,3119,1930,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000D5DF12807F4ADBBF8052FEFF49D44340,46021071,ESCOLA PRIVADA DE MÚSICA,SANTA CECILIA,true,CL,COLLADO,7,46119,NÁQUERA,València,961682067,,46119,46178,435,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000002ED1B620AF95C23F1E13DF3FCC5D4340,03019123,CENTRE DOCENT PRIVAT ESTRANGER,THE LADY ELIZABETH SCHOOL,true,UR,CUMBRE DEL SOL,S/N,3726,POBLE NOU DE BENITATXELL (EL),Alacant,671698764,960615134,03726,3042,3200,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000EAADE11F3FC6D7BF6BC207C089BD4340,46011107,"CENTRE PRIVAT E. INFANTIL, PRI",PÍO XII,true,CL,ALBORAIA,9,46010,VALENCIA,València,963607000,963607152,46010,46250,589,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000006ED8FFFE696ACBBF01A2BB7F87484340,03018891,ESCOLA PRIVADA DE MÚSICA,CENTRE MUSICAL PUIG CAMPANA,true,PD,EL FONDO (APT. 23),S/N,3509,FINESTRAT,Alacant,686392608,965878308,03509,3069,3285,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E610000081773BC06856C2BF14B9967FE37C4340,46026226,ESCOLA PRIVADA DE MÚSICA,,true,CL,SANT PERE,S/N,46710,DAIMÚS,València,962819274,,46710,46113,3120,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000E0390540AF94D7BFA34808A062BE4340,46025131,CENTRE PRIVAT D'EDUCACIÓ INFA,ARCO IRIS,true,CL,ALMAZORA,72-B,46010,VALENCIA,València,963612546,963612546,46010,46250,366,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000003A23B45F23BBD8BF01DDA85F33BB4340,46019969,CENTRE AUTORITZAT ELEMENTAL DE,ESTUDIO MÚSICA PENTAGRAMA II,true,CL,JESÚS,85,46007,VALENCIA,València,963808476,,46007,46250,2585,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000DE7ED79F7879D5BFB6DB3F602F994340,46021162,ESCOLA PRIVADA DE MÚSICA,,true,CL,SAN CRISTOBAL,46,46417,RIOLA,València,961702754,,46417,46215,440,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E610000023C42760E597D9BFB910AB3FC2B54340,46001734,"CENTRE PRIVAT E. INFANTIL, PRI",NUESTRA SEÑORA DEL SOCORRO,true,CL,DOCTOR VICENTE NAVARRO SOLER,23,46910,BENETÚSSER,València,963751050,963754507,46910,46054,2045,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000EFF3A01F94F7D8BF312ABA3F28BA4340,46026457,CENTRE PRIVAT FORMACIÓ PROFES,IVAFE,true,CL,SANTANDER,16-18,46017,VALENCIA,València,963327070,963786599,46017,46250,3155,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E6100000516881BF5D4BDABF9FFBCD1F2E384340,03003577,CENTRE PRIVAT E. INFANTIL I PR,FUNDACIÓN ANTONIO BONNY,true,BD,ANTONIO BONNY,S/N,3560,CAMPELLO (EL),Alacant,965630314,,03560,3050,1798,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000B473CC3F1BD5DCBF746506E055BE4340,46005053,"CENTRE PRIVAT E. INFANTIL, PRI",EL CARMEN,true,CL,VALENCIA,37,46940,MANISES,València,961546937,961522853,46940,46159,32,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000082CBC33FF5BADDBFD3FF28A03F2E4340,03000849,"CENTRE PRIVAT E. INFANTIL, PRI",INMACULADA,true,AV,DE DÉNIA,92,3016,ALACANT,Alacant,965268144,965156311,03016,3014,1452,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000031EE29E06E9EE0BF42CBBA7F2C334340,03019287,CENTRE PRIVAT D'EDUCACIÓ INFA,DUENDES,true,CL,LA HUERTA,7,3690,SANT VICENT DEL RASPEIG,Alacant,965049772,,03690,3122,3218,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000440871E03384D9BF85AB0320EEC54340,46031167,CENTRE PRIVAT D'EDUCACIÓ INFA,SOL SOLET,true,CL,HARALDO DALHANDER,40,46113,MONCADA,València,669002323,961826005,46113,46171,2406,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000A47DC97FAE61DFBFD4D0066003C44340,46029631,CENTRE PRIVAT D'EDUCACIÓ INFA,MI COLE,true,CL,17,20-A,46182,PATERNA CAÑADA (LA),València,961323333,961322885,46182,46190,3103,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000F20EA35FDC7FD9BF5799DF1FA5B34340,46025301,ESCOLA PRIVADA DE MÚSICA,SOCIETAT UNIÓ MUSICAL CATARRO,true,CL,GÓMEZ FERRER,62,46470,CATARROJA,València,961272078,,46470,46094,2884,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000003F25C5FFD1E2DBBFBE05234097BF4340,46006380,"CENTRE PRIVAT E. INFANTIL, PRI",REGINA CARMELI,true,CL,POETA LLORENTE,26,46980,PATERNA,València,961381115,961383267,46980,46190,2762,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000038010E20CA17D1BF101A1C8068FB4340,12005271,CENTRE AUTORITZAT ELEMENTAL DE,DE LA UNIÓN MUSICAL SANTA CEC,true,PZ,SANT CRISTOFOL,21,12200,ONDA,Castelló,964033884,964033884,12200,12084,443,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000AA193080A433DABF3F930E208DC34340,46021563,ESCOLA PRIVADA DE MÚSICA,ROCAFORT MUSICAL,true,CL,MAYOR,1,46111,ROCAFORT,València,961311410,961311410,46111,46216,758,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000C347FE3FD260E0BFF09C2D20B4894340,46014029,"CENTRE PRIVAT E. INFANTIL, PRI",SANTO DOMINGO,true,CL,RAVALET,26,46270,VILLANUEVA DE CASTELLÓN,València,962451025,962452791,46270,46257,1658,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000089ADBEBFE369D9BFCC91955F06B64340,46030898,CENTRE PRIVAT D'EDUCACIÓ INFA,EL CUQUET DOS,true,CL,FRANCISCO ALMARCHE,5,46910,BENETÚSSER,València,961103099,,46910,46054,2207,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000E944A0FFC0AADBBFADFA12E0AABF4340,46033589,CENTRE PRIVAT D'EDUCACIÓ INFA,BALOO II,true,CL,MARIANO BENLLIURE,37,46980,PATERNA,València,961373725,961373725,46980,46190,3192,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000DB35811F5E82DDBFB60A62A06BBA4340,46000092,CENTRE PRIVAT D'EDUCACIÓ SECU,MARE DE DÉU DE L'OLIVAR II,true,AV,PAÍS VALENCIÀ,S/N,46970,ALAQUÀS,València,961507291,961507291,46970,46005,1517,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000C2C4A77F9719DCBF5F6B0080ADBD4340,46003202,"CENTRE PRIVAT E. INFANTIL, PRI",SAGRADO CORAZÓN,true,CL,PIZARRO,11,46930,QUART DE POBLET,València,961541460,961541460,46930,46102,728,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000080A6DC7F8F7AE3BF04ECB47FAFB94340,46028326,CENTRO PRIVADO DE EDUCACIÓN I,LA TARARA,true,CL,ZURBARÁN (RESIDENCIAL LA LOMA,77,46370,CHIVA,València,961804545,,46370,46111,2731,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000EC7BD45FAFB0D9BF4D51E4FF44BC4340,46026810,CENTRE PRIVAT D'EDUCACIÓ INFA,COLORINS,true,CL,LUIS LAMARCA,19,46018,VALENCIA,València,963832531,,46018,46250,2232,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000004F1B74C0B0A7DFBFD0459E7F16344340,03014277,CENTRE PRIVAT D'EDUCACIÓ INFA,NATURA,true,AV,LOS GIRASOLES,31,3690,SANT VICENT DEL RASPEIG,Alacant,965666855,965666855,03690,3122,3078,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000008A7FC07FCAA3DABFB76EEFBF3ABD4340,46025891,CENTRE PRIVAT D'EDUCACIÓ INFA,CORAZÓN,true,CL,VIRGEN DE LOS DESAMPARADOS,52,46920,MISLATA,València,963702141,,46920,46169,2714,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000430530602767D9BF15CBE31F6CBD4340,46029744,CENTRE PRIVAT D'EDUCACIÓ INFA,EL VALLE 1,true,CL,GRABADOR ENGUÍDANOS,60,46015,VALENCIA,València,963499581,,46015,46250,3162,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000004D523380C45AE3BF420C2A60F1AD4340,46029926,CENTRE PRIVAT D'EDUCACIÓ INFA,EL SOROLL,true,CL,PINTOR SOROLLA,10,46192,MONTSERRAT,València,,,46192,46172,1815,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000001A3E7F60E21DCCBFAF0C608033E94340,12006561,CENTRE PRIVAT D'EDUCACIÓ INFA,PITUFOS,true,CL,OCTAVIO TEN I ORENGA,66,12600,VALL D'UIXÓ (LA),Castelló,964662739,964662739,12600,12126,2651,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000001039E721FF3EBBBFEB40E77F03F94340,12002993,"CENTRE PRIVAT E. INFANTIL, PRI",FUNDACIÓN FLORS,true,CL,ERMITA,263,12540,VILA-REAL,Castelló,964520394,964526889,12540,12135,1501,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000001AA6F07FCB1CE0BFE7375D60A02C4340,03001121,"CENTRE PRIVAT E. INFANTIL, PRI",LA PURÍSIMA Y SAN FRANCISCO,true,CL,PADRE RECAREDO DE LOS RÍOS,53,3005,ALACANT,Alacant,965132519,965228215,03005,3014,881,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000C1CD3F80601CDB3F5A79C9FFE4354440,12004758,ESCOLA PRIVADA DE MÚSICA,CIUDAD DE BENICARLÓ,true,CL,CABANES,16,12580,BENICARLÓ,Castelló,964471139,,12580,12027,2757,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000000CBC39E0E3A1C7BF1A272AC01C7B4340,46024539,CENTRE AUTORITZAT ELEMENTAL DE,ESCUELA TALLER DE DANZA,true,CL,PADRE CARLOS FERRÍS,52,46702,GANDIA,València,962872910,,46702,46131,685,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000FA7827209F90D9BF84DA25602ABE4340,46016646,CENTRE PRIVAT D'EDUCACIÓ ESPE,EL MOLÍ,true,CL,PADRE MUEDRA,19,46015,VALENCIA,València,963407256,,46015,46250,1341,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,B
0101000020E6100000F7710E80B3A2E2BFC84ADDDFEA7A4340,46002519,"CENTRE PRIVAT E. INFANTIL, PRI",CERVANTES,true,CL,CURTIDORES,S/N,46650,CANALS,València,962240286,962246017,46650,46081,1525,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000C53F0BC04126D9BF3085BD3F94BB4340,46010191,"CENTRE PRIVAT E. INFANTIL, PRI",ESCLAVAS DE MARÍA,true,CL,AYORA,24,46018,VALENCIA,València,963851609,963856888,46018,46250,1344,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000355E0320C32ADABF1464158090BB4340,46011892,"CENTRE PRIVAT E. INFANTIL, PRI",CLARET FUENSANTA,true,PZ,MURCIA,9,46014,VALENCIA,València,963791914,963791914,46014,46250,1342,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000004300400103EA4BF6386D73F99FD4340,12003778,CENTRE PRIVAT FORMACIÓ PROFES,ACADEMIA LATINA,true,CL,JOVER,15,12002,CASTELLÓ DE LA PLANA,Castelló,964225331,964222080,12002,12040,1860,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E6100000A177FF5F4293D8BFA345C71F56BC4340,46016968,CENTRE AUTORITZAT D'ENSENYANCE,INSTITUTO MUSICAL GINER,true,CL,GUILLEM DE CASTRO,73,46008,VALENCIA,València,963920786,963913267,46008,46250,28,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E610000095F87BE06531DFBFF12C9CFFB22C4340,03011291,CENTRE PRIVAT FORMACIÓ PROFES,GERÓNIMO BRAVO MOLINA I,true,CL,GARCÍA MORATÓ,28,3010,ALACANT,Alacant,965132281,,03004,3014,3022,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E61000002F8A46C0E671BCBF24D9340065564340,03003334,COL·LEGI D'EDUCACIÓ INFANTIL,PENYA L'OR,false,CL,RAVAL DE BAIX,45,3518,BOLULLA,Alacant,965881452,,03518,3045,835,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000FB12E63F61DEB3BFC93049C043FE4340,12004102,"CENTRE PRIVAT E. INFANTIL, PRI",GRANS I MENUTS,true,PD,MARRADA-QUADRA LA TORTA,,12006,CASTELLÓ DE LA PLANA,Castelló,964202425,964202425,12006,12040,1312,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000E6BDC71F603BD7BFE8899DDFE6BA4340,46009812,"CENTRE PRIVAT E. INFANTIL, PRI",LICEO CORBI,true,CL,VILLAHERMOSA,6,46006,VALENCIA,València,963331880,963331880,46006,46250,585,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000007C31FB3FFE27D5BFB4BAE69F2ABC4340,46021095,ESCOLA PRIVADA DE MÚSICA,POBLADOS MARÍTIMOS,true,CL,ESCALANTE,201,46011,VALENCIA,València,963550804,,46011,46250,2590,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000CF3737E0D215D5BFDDDAD31FABBD4340,46011387,"CENTRE PRIVAT E. INFANTIL, PRI",ESCUELAS PÍAS-MALVARROSA,true,CL,GRAN CANARIA,15,46011,VALENCIA,València,963716277,963724041,46011,46250,628,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000D83BAD1FBE13DE3F5E2DD21FF53B4440,12007693,ESCOLA PRIVADA DE MÚSICA,DE VINARÒS,true,CL,ALMERÍA,5-B,12500,VINARÒS,Castelló,,,12500,12138,3357,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000416250E07CCEDDBF3757DE9F9CB74340,46033711,ESCOLA PRIVADA DE MÚSICA,CÍRCULO CATÓLICO DE TORRENT,true,PZ,SAN JAIME,12,46900,TORRENT,València,961556052,,46900,46244,3399,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000000E223A8055A0D6BF46BDF1FFF4BA4340,46011612,"CENTRE PRIVAT E. INFANTIL, PRI",AVE MARÍA DE PEÑARROCHA,true,AV,FRANCIA,3,46023,VALENCIA,València,963370000,963372482,46023,46250,2682,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000021F0319F4676CBBF2E79F29F24844340,46020901,ESCOLA PRIVADA DE MÚSICA,,true,CL,SANT ROC,S/N,46770,XERACO,València,962890345,,46770,46143,487,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000002CA4DADF8DB0DBBF0485E6DFD3C34340,46004474,"CENTRE PRIVAT E. INFANTIL, PRI",CUMBRES,true,CL,LOS ALMENDROS,3,46110,GODELLA,València,963638166,963635912,46110,46135,1730,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000D059871F7310D2BFB9A9DC9FE6D94340,46026986,CENTRE AUTORITZAT D'ENSENYANCE,JUAN SEBASTIÁN BACH,true,CT,DE PETRÉS,S/N,46500,SAGUNT,València,962655757,962650166,46500,46220,2280,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000FE9980E0A3FED9BF35E4446051B44340,46032822,CENTRE PRIVAT D'EDUCACIÓ INFA,XIP I XOP,true,CL,FRANCESC LARRODÉ ARTOLA,6,46470,CATARROJA,València,961267924,,46470,46094,3284,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000094897A80B08C9DBFDCB133E087FD4340,12005362,CENTRE AUTORITZAT ELEMENTAL DE,TRES PER QUATRE,true,CL,PINTOR SOLER BLASCO,24,12003,CASTELLÓ DE LA PLANA,Castelló,964220275,,12003,12040,2450,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000BF15FD5F7DF5F0BF8DBB52E0AE874340,46020376,ESCUELA PRIVADA DE MÚSICA,SOCIEDAD MUSICAL AYORENSE,true,CL,JUAN GARGALLO,1,46620,AYORA,València,962191234,,46620,46044,446,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000AF1ED69FED26E8BFF82A9E1FEB6F4340,46021058,ESCOLA PRIVADA DE MÚSICA,FRANCISCO BELDA,true,CL,SANTAS RELIQUIAS,1-3,46640,MOIXENT,València,962260660,,46640,46170,434,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000E3F240E058C2D9BFAADCFA9FB2BE4340,46011961,CENTRE PRIVAT E. PRIMÀRIA I S,NIÑO JESÚS,true,CL,SAN CLEMENTE,13,46015,VALENCIA,València,963494436,963494436,46015,46250,587,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,CDE
0101000020E6100000225FF5BFDD4BE2BF35B2E19F08A34340,46023778,ESCOLA PRIVADA DE MÚSICA,CENTRO ENSEÑANZA MUSICAL,true,CL,PAPA JUAN XXIII,S/N,46196,CATADAU,València,962551074,,46196,46093,2086,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000E14B52E037DADBBF37EDCE7FB4B74340,46034454,CENTRE PRIVAT D'EDUCACIÓ INFA,NUESTRA SEÑORA DE MONTSERRAT,true,PZ,MAJOR,2,46210,PICANYA,València,961590534,961590534,46210,46193,3348,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000D632790014CEDEBF1B6217A0C82D4340,03001209,"CENTRE PRIVAT E. INFANTIL, PRI",SAN JOSÉ,true,CL,MARTOS,7,3012,ALACANT,Alacant,965254748,965916103,03012,3014,842,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000D37AE0DF777EDBBFAC7EB61F3A314340,03019317,CENTRE PRIVAT D'EDUCACIÓ INFA,HORMIGUITAS,true,AV,PINTOR PÉREZ GIL,14,3540,ALACANT,Alacant,965266107,,03540,3014,3349,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000123D11404154EEBF1770E01F000B4340,03007352,"CENTRO PRIVADO E. INFANTIL, PR",ORATORIO FESTIVO,true,CL,SUBIDA SAN MIGUEL,S/N,3300,ORIHUELA,Alacant,965300306,966736722,03300,3099,961,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000070F36520D1AFD6BF4724C09FD0BB4340,46031003,ESCOLA PRIVADA DE MÚSICA,MARÍA RAFOLS,true,AV,DEL PUERTO,51,46021,VALENCIA,València,963690674,,46021,46250,2214,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000D507BA3FDC2ACABFB8D5BD5F16714340,46013979,"CENTRE PRIVAT E. INFANTIL, PRI",SANTA ANA,true,CL,MADRE MARÍA RAFOLS,15,46720,VILLALONGA,València,962805097,962805097,46720,46255,97,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000040FC7AC06724D7BF53EB5800AEBA4340,46033267,CENTRE PRIVAT D'EDUCACIÓ INFA,BABOO,true,CL,GODOFREDO ROS,15-B,46006,VALENCIA,València,963347614,,46006,46250,3198,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000BB65AFC055F3C0BF5ED85020A2454340,03014721,CENTRE PRIVAT FORMACIÓ PROFES,LASVI,true,AV,BENIARDA,S/N,3502,BENIDORM,Alacant,965859616,965867406,03502,3031,2170,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E6100000DD81979F6F99DABF0F493EC0A4C14340,46002350,"CENTRE PRIVAT E. INFANTIL, PRI",LA FONTAINE,true,CL,MENDIZABAL,88,46100,BURJASSOT,València,963631790,963902757,46100,46078,1615,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000EF8D4C80944ADABF35E103E044C84340,46020741,CENTRE PRIVAT D'EDUCACIÓ ESPE,LOS SILOS,true,CL,CARRER 156,2,46113,MONCADA,València,961394286,961394286,46116,46171,506,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,B
0101000020E6100000A6EA1920A33CE1BFD4D0066003C54340,46026411,CENTRE PRIVAT D'EDUCACIÓ INFA,LA GRANOTA,true,CL,LOZOYA. (URB.MASÍA DE TRAVER),S/N,46190,RIBA-ROJA DE TÚRIA,València,962779221,962779221,46190,46214,922,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000008A43DA1F5880E6BFF8FEBC5FBB214340,03005070,"CENTRE PRIVAT E. INFANTIL, PRI",SAN JOSÉ DE CALASANZ,true,CL,DOCTOR FERRAN,2,3201,ELX,Alacant,965449836,965461839,03201,3065,1483,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000005F7BDA9F9317D9BF5603EF3F8DB74340,46025180,CENTRE PRIVAT D'EDUCACIÓ INFA,SAMBORI-LATORRE,true,CL,ALVAREZ DE SOTOMAYOR,27-B,46017,VALENCIA,València,963964781,,46017,46250,369,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000C710E97F0585E3BF7D9BB45F2D694340,46006021,"CENTRE PRIVAT E. INFANTIL, PRI",LA MILAGROSA,true,CL,MIRADOR,1,46870,ONTINYENT,València,962380312,962380312,46870,46184,724,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000A1901B803848D7BF13F7C4DF9BBB4340,46023331,CENTRE PRIVAT D'EDUCACIÓ INFA,KINDER,true,CL,SALAMANCA,30,46005,VALENCIA,València,963347074,963347074,46005,46250,826,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000E6BA0720691BDBBFAD64220093BB4340,46003615,"CENTRE PRIVAT E. INFANTIL, PRI",NUESTRA SEÑORA DE LA SALUD,true,CL,VALENCIA,27,46950,XIRIVELLA,València,963135883,963135884,46950,46110,1642,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000004B389D5FF2B1DEBF83C8D8BFA12F4340,03001428,CENTRE PRIVAT E. INFANTIL I PR,CENTRO DIOCESANO NTRA.SRA.DEL,true,PZ,GARCÍA LORCA,16,3015,ALACANT,Alacant,965183537,965183537,03015,3014,1406,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000050B288A0EB34DCBF2A9C4940F1BD4340,46003159,"CENTRE PRIVAT E. INFANTIL, PRI",PURÍSIMA CONCEPCIÓN,true,PZ,DEL CASTELL,2,46930,QUART DE POBLET,València,961531973,961531973,46930,46102,1652,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000AB9536405C0EE6BF3783BF5FCCBE4340,46027206,CENTRO PRIVADO DE EDUCACIÓN I,EL PINAR,true,CR,"CHESTE-CHIVA, (APDO. 25)",S/N,46380,CHESTE,València,962510341,962510341,46380,46109,2345,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000007AA4F65F3D27D5BF7327D87F9DD64340,46034201,CENTRE PRIVAT D'EDUCACIÓ INFA,MINI COLE GILET,true,CL,LES PENYETES,1,46149,GILET,València,,,46149,46134,3334,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000ACFDA75F450DD5BF3D1AF3DF28C94340,46031635,CENTRE PRIVAT D'EDUCACIÓ INFA,CARBONERET,true,CL,ZARAGOZA,7,46130,MASSAMAGRELL,València,961450172,,46130,46164,2289,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
