the_geom,codigo,dgenerica,despecific,dabreviada,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud,cartodb_id,created_at,updated_at,nived,cp,regimen
0101000020E6100000475A2A6F47B8E9BF317C444C89144340,3020231,ESCUELA PRIVADA DE DANZA,LA CONSTANCIA,ESCUELA PRIVADA DE DANZA LA CONSTANCIA,CL,ÓSCAR ESPLÁ,9,3158,CATRAL,Alacant,965723368,,38.16044,-0.803745,3511,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03158,false
0101000020E61000006F83DA6FED44E6BFF5108DEE20224340,3009312,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,ACADEMIA RIPOLLÉS,CENTRE PRIVAT FP ACADEMIA RIPOLLÉS,CL,PEDRO IBARRA,6,3202,ELX,Alacant,965451218,965425165,38.26663,-0.695914,507,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,03202,false
0101000020E61000007AF99D2633DEA6BFC3F0113125FE4340,12003754,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,"DANY II, C.B.","CENTRE PRIVAT FP DANY II, C.B.",CL,REPÚBLICA ARGENTINA,2-4,12002,CASTELLÓ DE LA PLANA,Castelló,964200125,964200125,39.98551,-0.044664,3023,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,12002,false
0101000020E6100000ACC77DAB7562E3BF606C21C841694340,46020844,ESCOLA PRIVADA DE MÚSICA,UNIÓN ARTÍSTICA MUSICAL,ESCOLA PRIVADA DE MÚSICA UNION ARTÍSTICA MUSICAL,CL,DOS DE MAYO,72,46870,ONTINYENT,València,962381030,962381030,38.82232,-0.605769,984,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46870,false
0101000020E61000000ABABDA4315AD3BFC2DD59BBED864340,46023730,ESCOLA PRIVADA DE MÚSICA,JOSÉ SERRA SERRA -PEPE RAFAELA-,ESCOLA PRIVADA DE MÚSICA JOSÉ SERRA SERRA -PEPE RAFAELA-,CL,MESTRE SERRANO,6,46791,BENIFAIRÓ DE LA VALLDIGNA,València,962810498,,39.05413,-0.30238,2680,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46791,false
0101000020E6100000C75F5AD427B9C3BFC58F31772DED4340,12005027,ESCOLA PRIVADA DE MÚSICA,CENTRO ESTUDIOS MUSICALES ARTÍSTICA NULENSE,ESCOLA PRIVADA DE MÚSICA CENTRO EST.MUS.ARTÍSTICA NULENSE,AV,DE CASTELLÓN,11,12520,NULES,Castelló,964673609,,39.85295,-0.154088,158,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,12520,false
0101000020E6100000FFAF3A72A433DABF4165FCFB8CC34340,46021563,ESCOLA PRIVADA DE MÚSICA,ROCAFORT MUSICAL,ESCOLA PRIVADA DE MÚSICA ROCAFORT MUSICAL,CL,MAYOR,1,46111,ROCAFORT,València,961311410,961311410,39.52774,-0.409402,828,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46111,false
0101000020E6100000BC5AEECC04C3E0BF51888043A87E4340,46022014,ESCOLA PRIVADA DE MÚSICA,LA NOVA,ESCOLA PRIVADA DE MÚSICA DE LA NOVA,AL,JAUME I,5,46800,XÀTIVA,València,962281974,,38.98951,-0.523806,939,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46800,false
0101000020E6100000E4D022DBF97EDABF4BC8073D9BA54340,46018187,CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA,LIRA ALMUSAFENSE,CENTRE ENS. PROFESSIONALS DE MÚSICA LIRA ALMUSAFENSE,CL,AUSIÀS MARCH,37,46440,ALMUSSAFES,València,961794469,,39.2938,-0.414,1631,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46440,false
0101000020E610000079060DFD135CD9BFE84D452A8CBD4340,46021150,ESCOLA PRIVADA DE MÚSICA,DIVISI,ESCOLA PRIVADA DE MÚSICA AULA DE MÚSICA DIVISI,CL,DOCTOR CALATAYUD BAYA,2,46015,VALENCIA,València,963479595,963479595,39.48084,-0.396245,439,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46015,false
0101000020E6100000685A62653472E8BFA3CC069964504340,3017527,ESCOLA PRIVADA DE MÚSICA,DE LA SOCIETAT UNIÓ MUSICAL DE BIAR,ESCOLA PRIVADA DE MÚSICA DE LA SOCIETAT U. MUSICAL DE BIAR,CL,SAN JERONI,7,3410,BIAR,Alacant,,,38.62807,-0.763941,3076,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03410,false
0101000020E6100000305EF3AACE6AE2BF16DEE522BE4F4340,3016501,ESCOLA PRIVADA DE MÚSICA,L'ALACANTÍ-ALCOIÀ,ESCOLA PRIVADA DE MÚSICA DE L'ALACANTÍ-ALCOIÀ,CL,DOCTOR FERRAN,5,3440,IBI,Alacant,962358074,,38.62299,-0.575538,2294,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03440,false
0101000020E6100000C4D155BABBCEE0BF9EB0C403CA7E4340,46020704,CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA,SEMINARIO MENOR DIOCESANO,CENTRE PRIVAT SEMINARIO MENOR DIOCESANO,CM,DOS MOLINS,S/N,46800,XÀTIVA,València,962281672,962275352,38.99054,-0.525236,2885,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,D,46800,false
0101000020E6100000C0081A3389BAF1BFA6272CF180BE4340,46019362,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,ANTIGUA ESCUELA ZORITA,CENTRO PÚBLICO FPA ANTIGUA ESCUELA ZORITA,PZ,DE JUAN GRANDÍA,2,46340,REQUENA,València,962339150,962339151,39.48831,-1.108041,1967,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,46340,true
0101000020E610000094A0BFD023C6E0BF695721E5279D4340,46030084,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL,CENTRE FPA MUNICIPAL,AV,BLASCO IBÁÑEZ,2,46240,CARLET,València,962538309,,39.22778,-0.524187,1828,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,46240,true
0101000020E61000006F7F2E1A321EB1BF07F0164850484340,3018015,CENTRE DOCENT PRIVAT ESTRANGER,COSTA BLANCA UNDERVISNING,CENTRE ESTRANGER COSTA BLANCA UNDERVISNING,CL,ESTRELLA POLAR,37,3581,ALFÀS DEL PI (L'),Alacant,966867209,966867209,38.56495,-0.066867,2101,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03581,false
0101000020E6100000D576137CD3F4DABFD482177D05C54340,46025933,CENTRE DOCENT PRIVAT ESTRANGER,CAMBRIDGE HOUSE COMMUNITY COLLEGE,CENTRE ESTRANGER CAMBRIDGE HOUSE COMMUNITY COLLEGE,CL,PROFESORADO ESPAÑOL,1,46111,ROCAFORT,València,963905019,963634249,39.53923,-0.421193,2967,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46111,false
0101000020E6100000BBF2599E0777D9BF825660C8EA364340,3014459,ESCOLA PRIVADA DE MÚSICA,,ESCOLA PRIVADA DE MÚSICA,PZ,CONSTITUCIÓN,7,3560,CAMPELLO (EL),Alacant,965636194,965630076,38.42904,-0.39789,795,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03560,false
0101000020E6100000A0D80A9A9658B9BFE6C6F484254A4340,3013935,ESCOLA PRIVADA DE MÚSICA I DANSA,L'ALFÀS DEL PI,ESCOLA PRIVADA DE MÚSICA I DANSA DE L'ALFAS DEL PI,CL,CAMÍ DE LA MAR,1,3580,ALFÀS DEL PI (L'),Alacant,965889423,,38.57927,-0.099008,349,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03580,false
0101000020E610000024F25D4A5D32DCBF6DAD2F12DA5E4340,3013996,ESCOLA PRIVADA DE MÚSICA,L'ATENEU MUSICAL,ESCOLA PRIVADA DE MÚSICA DE L'ATENEU MUSICAL,CL,PLA,S/N,3820,COCENTAINA,Alacant,965591759,,38.74103,-0.440574,286,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03820,false
0101000020E610000098BF42E6CAA0E6BF44C02154A9214340,3017576,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,CENTRO DE ESTUDIOS SANITARIOS DEL MEDITERRÁNEO,CENTRE PRIVAT FP C.ESTUDIOS SANITARIOS DEL MEDITERRÁNEO,CL,MARIANO BENLLIURE,31,3201,ELX,Alacant,965448489,965448577,38.26298,-0.707128,3101,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,03201,false
0101000020E610000088D9CBB6D3D6D9BF93C151F2EAC44340,46022075,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓ MUSICAL,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓ MUSICAL,PZ,MÁRTIRES,7,46112,VALENCIA MASARROCHOS,València,961390228,,39.53842,-0.403737,2612,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46112,false
0101000020E6100000D78A36C7B94DDDBF6D3997E2AABE4340,46021186,ESCOLA PRIVADA DE MÚSICA,LA ARTÍSTICA MANISENSE,ESCOLA PRIVADA DE MÚSICA DE LA ARTÍSTICA MANISENSE,PS,GUILLERMO DE OSMA,3,46940,MANISES,València,961531783,961531783,39.48959,-0.457869,441,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46940,false
0101000020E6100000CD94D6DF1200E7BF3AFC3559A30E4340,3015026,ESCUELA PRIVADA DE MÚSICA,SAN FULGENCIO,ESCUELA PRIVADA DE MÚSICA SAN FULGENCIO,CL,MENÉNDEZ Y PELAYO,4,3177,SAN FULGENCIO,Alacant,966794013,,38.11436,-0.718759,2127,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03177,false
0101000020E61000006644696FF085CDBFB70BCD751A414340,3018167,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓ MUSICAL MEDITERRÁNEO LA VILA-JOIOSA,ESCOLA PRIVADA DE MÚSICA A. MUS. MEDITERRÁNEO LA VILA-JOIOSA,CL,AITANA,3,3570,VILA JOIOSA (LA),Alacant,649992517,966851000,38.50862,-0.23065,2195,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03570,false
0101000020E6100000F3CCCB61F71DCBBF18E25817B7094440,12005994,ESCOLA PRIVADA DE MÚSICA,EN VICENT SERRANO I GIL,ESCOLA PRIVADA DE MÚSICA EN VICENT SERRANO I GIL,CL,VENERABLE CURA BELTRÁN,S/N,12110,ALCORA (L'),Castelló,964363073,,40.0759,-0.211852,1957,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,12110,false
0101000020E610000040FB912232ACD9BF4356B77A4EB64340,46029483,ESCOLA PRIVADA DE MÚSICA,DE LA UNIÓ MUSICAL DE BENETUSSER,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUSICAL DE BENETUSSER,PZ,CARDENAL BENLLOCH,4,46910,BENETÚSSER,València,,,39.42427,-0.401135,3073,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46910,false
0101000020E610000047CCECF31865E4BF6519E25817234340,3015622,CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA,NEWTON COLLEGE SECUNDARIA,CENTRE PRIVAT NEWTON COLLEGE SECUNDARIA,CM,"VELL ELX-ALACANT, KM. 3",,3295,ELX,Alacant,965451428,965451428,38.27415,-0.637341,2943,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,D,03295,false
0101000020E6100000042159C004EEE9BFD673D2FBC61F4340,3014061,ESCOLA PRIVADA DE MÚSICA,ORFEÓN VOCES CREVILLENTINAS,ESCOLA PRIVADA DE MÚSICA ORFEÓN VOCES CREVILLENTINAS,CL,BLASCO IBÁÑEZ,25,3330,CREVILLENT,Alacant,,,38.24826,-0.810305,291,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03330,false
0101000020E610000003E8F7FD9B17E0BF20EF552B13324340,3002044,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,SAN RAIMUNDO DE PEÑAFORT,CENTRE PRIVAT SAN RAIMUNDO DE PEÑAFORT,CL,RÍO TURIA,25-29,3690,SANT VICENT DEL RASPEIG,Alacant,965660748,965662286,38.39121,-0.502882,2241,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,BD,03690,false
0101000020E610000070CD1DFD2FD7D6BFB515FBCBEEC14340,46032858,ESCOLA PRIVADA DE MÚSICA,ASOCIACIÓN CULTURAL LA UNIÓN ARTÍSTICA MUSICAL,ESCOLA PRIVADA DE MÚSICA ASOC. LA UNIÓN ARTÍSTICA MUSICAL,AV,DERECHOS HUMANOS,S/N,46132,ALMÀSSERA,València,,,39.5151,-0.356884,3356,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46132,false
0101000020E61000009ACDE33098BFDFBF1A51DA1B7C714340,46029446,ESCOLA PRIVADA DE MÚSICA,SANTA CECILIA,ESCOLA PRIVADA DE MÚSICA SANTA CECILIA,CL,ALACANT,53,46892,MONTAVERNER,València,,,38.8866,-0.496069,3041,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46892,false
0101000020E610000034BC5983F755C3BFC4E6E3DA50454340,3015129,INSTITUT D'EDUCACIÓ SECUNDÀRIA,MEDITERRÀNIA,IES MEDITERRÀNIA,CL,PRESIDENTE ADOLFO SUÁREZ,1,3502,BENIDORM,Alacant,966816065,966816066,38.54153,-0.151061,2234,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,03502,true
0101000020E6100000C799266C3F99E9BF2254A9D903A54340,46026275,COLEGIO RURAL AGRUPADO,ALTO JUCAR,CRA ALTO JUCAR,CL,MARQUÉS DE DOS AGUAS,S/N,46198,DOS AGUAS,València,961808415,961808416,39.28918,-0.799957,3112,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,H,46198,true
0101000020E61000009BC937DBDC98D3BFF57AF7C77BF94340,12006241,COL·LEGI RURAL AGRUPAT,ESPADA-MILLARS,CRA ESPADA-MILLARS,AV,MONTI,1,12221,TALES,Castelló,964738840,964738841,39.94909,-0.306205,3110,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,H,12221,true
0101000020E610000038E0F3C308E1DFBF605969520A2E4340,3000989,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,NAZARET,CENTRE PRIVAT NAZARET,CL,CALPE,S/N,3005,ALACANT,Alacant,965171815,965181150,38.35969,-0.49811,869,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,BD,03005,false
0101000020E6100000D938622D3E05E0BF16FBCBEEC92B4340,3015294,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,GALERA,CENTRE PRIVAT FP GALERA,CL,CAPITÁN DEMA,12,3007,ALACANT,Alacant,965132867,965132867,38.3421,-0.50064,2066,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,03007,false
0101000020E610000005E10A28D4D3D7BF0820B58993BB4340,46024266,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,ENSEÑANZAS PROFESIONALES DE PELUQUERÍA,CENTRE PRIVAT FP ENSEÑANZAS PROFESIONALES DE PELUQUERÍA,GV,MARQUÉS DEL TURIA,8,46005,VALENCIA,València,963330837,961267578,39.46544,-0.372304,1944,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,46005,false
0101000020E61000004563EDEF6C8FA6BF6631B1F9B8FE4340,12001265,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,CENTRO ENSEÑANZA COOPERATIVA SALUS,CENTRE PRIVAT FP ENSEÑANZA COOPERATIVA SALUS,CL,GALICIA,10,12004,CASTELLÓ DE LA PLANA,Castelló,964218617,964218617,39.99002,-0.044063,1340,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,12004,false
0101000020E6100000AB915D6919A9DABF1BBB44F5D6BC4340,46034089,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,BLANCANIEVES,CENTRE PRIV. ED. INF. 1er CICLE BLANCANIEVES,CL,MARCOS PORTA,7,46920,MISLATA,València,963835915,,39.47531,-0.416571,3403,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,A,46920,false
0101000020E6100000ED7DAA0A0DC4D7BFE99AC937DBBC4340,46009526,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,ESCOLANÍA NTRA.SRA.DESAMPARADOS,CENTRE PRIVAT ESCOLANÍA NTRA.SRA.DESAMPARADOS,CL,GOBERNADOR VIEJO,23,46003,VALENCIA,València,963918434,963925435,39.47544,-0.371341,566,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,BD,46003,false
0101000020E61000002D5A80B6D52CE6BF22C32ADEC88C4340,46021204,ESCUELA PRIVADA DE MÚSICA,FOMENTO MUSICAL,ESCUELA PRIVADA DE MÚSICA FOMENTO MUSICAL,CL,ALEGRÍA DE LA HUERTA,S/N,46823,NAVARRÉS,València,962251100,,39.09988,-0.692973,487,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46823,false
0101000020E61000001669E21DE049D0BFA94D9CDCEF944340,46026767,CENTRE AUTORITZAT ELEMENTAL DE MÚSICA,ATENEO MUSICAL,CENTRE ELEMENTAL DE MÚSICA ATENEO MUSICAL,CL,ATENEO MUSICAL,15,46400,CULLERA,València,961722324,961722170,39.16357,-0.254509,2176,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46400,false
0101000020E610000088D7F50B76C3DFBF23A12DE7522C4340,3017011,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,STYLE ZENTER FORMACIÓN DE ESTÉTICA,CENTRE PRIVAT FP STYLE ZENTER FORMACIÓN DE ESTÉTICA,CL,TATO,5-7,3005,ALACANT,Alacant,965924688,965924688,38.34628,-0.496305,2638,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,03005,false
0101000020E6100000C6A695422097C43FFE43FAEDEB644340,3019561,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,HEMEROSCOPEA JÁVEA,CENTRE PRIVAT FP HEMEROSCOPEA JÁVEA,CL,PRÍNCIPE DE ASTURIAS,48,3730,XÀBIA,Alacant,965792398,965795501,38.78845,0.160862,3274,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,03730,false
0101000020E6100000830EBA84436FDDBF9F8EC70C54324340,3011008,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,AIRE LIBRE,CENTRE PRIVAT AIRE LIBRE,CL,AZAHAR,20,3559,ALACANT SANTA FAZ,Alacant,965164818,965165923,38.39319,-0.459916,555,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,BD,03559,false
0101000020E6100000DD2230D637B0E3BFF10703CFBDAB4340,46021253,ESCOLA PRIVADA DE MÚSICA,CENTRO ENSEÑANZA MUSICAL LA ARMONÍA,ESCOLA PRIVADA DE MÚSICA CENTRO ENSEÑANZA MUS. LA ARMONÍA,CL,OCTAVIO MONSERRAT CHAPA,S/N,46193,MONTROI,València,962555160,,39.34173,-0.615261,493,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46193,false
0101000020E610000011C5E40D30F3D8BFB05582C5E1B84340,46025076,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,GLOBITOS,CENTRE PRIV. ED. INF. 1er CICLE GLOBITOS,CL,SAN PÍO X,22,46017,VALENCIA,València,622827973,657949831,39.44439,-0.389843,359,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,A,46017,false
0101000020E6100000DE02098A1F63A6BFC5C9FD0E45694340,3014332,ESCOLA PÚBLICA DE MÚSICA,MUNICIPAL,E. DE MÚSICA MUNICIPAL,CL,MAESTRA CONSUELO SANCHIZ,38,3769,BENIMELI,Alacant,965587123,,38.82242,-0.043725,789,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,H,03769,true
0101000020E61000008FA67A32FF68E0BFB4C876BE9F2A4340,3012736,INSTITUT D'EDUCACIÓ SECUNDÀRIA,MARE NOSTRUM,IES MARE NOSTRUM,CL,VERGEL,S/N,3008,ALACANT,Alacant,965936520,965936521,38.333,-0.512817,1321,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,03008,true
0101000020E6100000D8800871E5ECC13FCB9C2E8B895D4340,3017205,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL DEL POBLE NOU DE BENITATXELL,CENTRE FPA MUNICIPAL DEL POBLE NOU DE BENITATXELL,AV,ALICANTE,42,3726,POBLE NOU DE BENITATXELL (EL),Alacant,966493369,,38.73076,0.140042,2715,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,03726,true
0101000020E61000001E166A4DF38ED7BF2C6519E258BB4340,46013104,CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL,VICENTE BLASCO IBÁÑEZ,CIPFP VICENTE BLASCO IBÁÑEZ,AV,REGNE DE VALENCIA,46,46005,VALENCIA,València,961205915,961205916,39.46365,-0.3681,1292,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,F,46005,true
0101000020E61000009B5AB6D61709DABF8065A54929B44340,46031672,CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL,CATARROJA,CIPFP CATARROJA,CL,SAN VICENTE FERRER,1-BIS,46470,CATARROJA,València,961924910,961924922,39.40751,-0.406805,2279,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,F,46470,true
0101000020E6100000E02EFB75A73BDEBFB7EEE6A90E594340,3014058,ESCOLA PRIVADA DE MÚSICA,AMANDO BLANQUER,ESCOLA PRIVADA DE MÚSICA AMANDO BLANQUER,CL,LA CORDETA,10,3801,ALCOI,Alacant,965545418,,38.69576,-0.472391,593,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03801,false
0101000020E6100000802C4487C011E3BFBF60376C5BD04340,46004802,CENTRE INTEGRAT DE MÚSICA I ENS. R.GENERAL,UNIÓN MUSICAL DE LIRIA,CENTRE INTEGRAT UNIÓN MUSICAL DE LIRIA,CL,SAN VICENTE (APT. 173),17,46160,LLÍRIA,València,962780254,962793672,39.62779,-0.595917,152,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46160,false
0101000020E6100000643C4A253CA1E3BFE561A1D634AB4340,46020650,ESCOLA PRIVADA DE MÚSICA I DANSA,LA UNIÓN,ESCOLA PRIVADA DE MÚSICA I DANSA LA UNIÓN,AV,BLASCO IBÁÑEZ,4,46193,MONTROI,València,962555466,,39.33755,-0.613432,340,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46193,false
0101000020E61000008BFF3BA24275D9BFA7B393C151BE4340,46012094,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,ESCUELAS SAN JOSÉ (I. POLIT.),CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),AV,DE LES CORTS VALENCIANES,1,46015,VALENCIA,València,963499011,963488835,39.48687,-0.397782,2000,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,BD,46015,false
0101000020E6100000DCCF29C8CF46DEBF3B3602F1BACA4340,46020339,CENTRE PRIVAT D'EDUCACIÓ ESPECIAL,AVAPACE-VIRGEN DE AGOSTO,CEE PRIV. AVAPACE-VIRGEN DE AGOSTO,CL,LLOMETA DEL MAS,S/N,46117,BÉTERA,València,961601200,963604437,39.58383,-0.473072,1613,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,C,46117,false
0101000020E6100000F085C954C1A8D8BF96E2AAB2EFBA4340,46022491,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,GIORGETA,CENTRE PRIV. ED. INFANTIL GIORGETA,AV,GIORGETA,25,46007,VALENCIA,València,963420970,,39.46044,-0.3853,2013,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,A,46007,false
0101000020E61000008141D2A755F4D5BF73637AC212BB4340,46024862,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ALADDIN,CENTRE PRIV. ED. INF. 1er CICLE ALADDIN,CL,RODRIGO DE PERTEGÁS,25,46023,VALENCIA,València,963300386,,39.46151,-0.343038,3009,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,A,46023,false
0101000020E6100000AE62F19BC24AD7BFFBCBEEC9C3B64340,46031544,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,LA PAPALLONA,CENTRE PRIV. ED. INF. 1er CICLE LA PAPALLONA,CL,VICENTE PUCHOL,29,46026,VALENCIA CASTELLAR-OLIVERAL,València,963965422,,39.42785,-0.363938,2545,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,A,46026,false
0101000020E610000037A8FDD64E94D6BF62105839B4BC4340,46031659,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,CHIQUITÍN CARDENAL BENLLOCH,CENTRE PRIV. ED. INF. 1er CICLE CHIQUITÍN CARDENAL BENLLOCH,AV,CARDENAL BENLLOCH,106-1,46021,VALENCIA,València,963898835,963898835,39.47425,-0.352802,2278,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,A,46021,false
0101000020E6100000A14CA3C9C518C4BF09E1D1C6117F4340,46020765,ESCOLA PRIVADA DE MÚSICA,DISTRICTE MARÍTIM GRAU DE GANDIA,ESCOLA PRIVADA DE MÚSICA DISTRICTE MARITIM GRAU DE GANDIA,CL,MARE DE DÉU,17,46730,GANDIA GRAU I PLATJA,València,962843627,,38.99273,-0.157006,979,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46730,false
0101000020E6100000660B08AD872FBFBF8369183E22764340,46021034,ESCOLA PRIVADA DE MÚSICA,,ESCOLA PRIVADA DE MÚSICA,AV,DE VALENCIA,4,46780,OLIVA,València,962856119,,38.92292,-0.121819,432,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46780,false
0101000020E61000005E30B8E68EFEE4BFAAB706B64A5C4340,3014083,CONSERVATORI ELEMENTAL DE MÚSICA,,CONSERVATORI ELEMENTAL DE MÚSICA,CL,DEL LLAVADOR,1,3450,BANYERES DE MARIOLA,Alacant,966568401,,38.72103,-0.656074,519,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,H,03450,true
0101000020E61000001ADA006C4084DEBFD482177D05594340,3011343,CONSERVATORI PROFESSIONAL DE MÚSICA,JUAN CANTÓ,CONSERVATORI PROFESSIONAL DE MÚSICA JUAN CANTÓ,CL,JUAN CANTÓ,2,3801,ALCOI,Alacant,965541128,965547086,38.69548,-0.476822,2104,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,H,03801,true
